Country Name,Indicator Name,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Belarus,Other greenhouse gas emissions (% change from 1990),-98.66797861,-98.66797861,-98.66797861,,,,,,,,,,
Belarus,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-8944.121094,-7542.040039,-7006.105469,-7266.849609,-7290.169434,-4759.132813,-7365.668945,,,,,,
Belarus,CO2 emissions from solid fuel consumption (% of total),3.698617212,3.971797772,4.924905503,5.249934924,5.475527157,5.337826562,5.718686832,,,,,,
Belarus,CO2 emissions from solid fuel consumption (kt),2273.54,2317.544,2944.601,3146.286,3256.296,2929.933,3157.287,,,,,,
Belarus,CO2 emissions (kg per 2017 PPP $ of GDP),0.374480823,0.337333956,0.339770916,0.33725629,0.328990277,0.315840844,0.325974475,0.323947797,0.33094407,0.317472731,0.303666476,,
Belarus,CO2 emissions (kg per PPP $ of GDP),0.421745368,0.372177285,0.349269833,0.333904705,0.330916913,0.320500897,0.327756786,0.323947797,0.32317476,0.304556151,0.287559217,,
Belarus,CO2 emissions (metric tons per capita),6.478781371,6.164447338,6.323630473,6.342249474,6.290067804,5.799689169,5.829463579,5.946407169,6.279579416,6.12342695,5.842407296,,
Belarus,CO2 emissions from liquid fuel consumption (% of total),27.56066374,34.43272151,31.57949992,30.55731353,30.27571885,30.55721989,30.49302119,,,,,,
Belarus,CO2 emissions from liquid fuel consumption (kt),16941.54,20091.493,18881.383,18312.998,18004.97,16772.858,16835.197,,,,,,
Belarus,CO2 emissions (kt),61443.7,58325.8,59738.3,59891.2,59431.8,54871.3,55201.4,56247,59271.6,57681.2,54801.5,,
Belarus,CO2 emissions (kg per 2015 US$ of GDP),1.152404476,1.03809097,1.045590322,1.037851966,1.012414641,0.971949376,1.003133995,0.99689722,1.018427124,0.976971245,0.934484716,,
Belarus,CO2 emissions from gaseous fuel consumption (% of total),67.62503986,67.45143273,64.72908179,65.19587018,65.13904153,66.07147021,65.2833599,,,,,,
Belarus,CO2 emissions from gaseous fuel consumption (kt),41569.112,39357.911,38701.518,39071.885,38738.188,36266.63,36042.943,,,,,,
Belarus,CO2 intensity (kg per kg of oil equivalent energy use),2.233397323,1.9884385,1.960401464,2.197142285,2.143349075,,,,,,,,
Belarus,Energy use (kg of oil equivalent per capita),2902.105435,3101.431115,3228.473004,2888.460292,2936.577547,,,,,,,,
Belarus,Electric power consumption (kWh per capita),3566.173013,3632.87856,3704.309041,3657.124679,3690.103683,,,,,,,,
Belarus,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",167.7449462,169.7180576,173.4670037,153.5971435,153.5922174,,,,,,,,
Belarus,Renewable energy consumption (% of total final energy consumption),7.29,7.52,7.24,6.97,6.69,6.82,6.72,7.28,7.21,7.81,8.39,,
Belarus,"Electricity production from renewable sources, excluding hydroelectric (% of total)",0.243587907,0.298136646,0.327932725,0.406258927,0.374262271,0.501731119,,,,,,,
Belarus,"Electricity production from renewable sources, excluding hydroelectric (kWh)",85000000,96000000,101000000,128000000,130000000,171000000,,,,,,,
Belarus,Renewable electricity output (% of total electricity output),0.37254621,0.428571429,0.555212832,0.844256832,0.722614078,0.815679831,,,,,,,
Belarus,Electricity production from oil sources (% of total),2.375698524,1.223602484,2.561771486,0.568127718,1.091118468,1.06214424,,,,,,,
Belarus,Electricity production from nuclear sources (% of total),0,0,0,0,0,,,,,,,,
Belarus,Electricity production from natural gas sources (% of total),97.14572288,98.25776398,96.71417903,98.41305107,98.0048942,97.86690922,,,,,,,
Belarus,Electricity production from hydroelectric sources (% of total),0.128958303,0.130434783,0.227280106,0.437997905,0.348351807,0.313948712,,,,,,,
Belarus,Electricity production from coal sources (% of total),0,0,0,0,0,0,,,,,,,
Belarus,Access to electricity (% of population),94.37507629,94.97740936,95.58161926,96.18385315,96.78105927,97.37328339,98.0430069,98.74201202,99.34876251,100,100,100,
Belarus,"Foreign direct investment, net inflows (% of GDP)",2.434656004,6.480324319,2.228179747,2.9738822,2.362560823,2.926761264,2.612756213,2.332193204,2.376265768,1.976863491,2.270099645,1.766406879,2.215893841
Belarus,Cereal yield (kg per hectare),2808.3,3241.4,3479.1,3007.8,3720.5,3690.2,3207.3,3358.7,2723.9,3095.6,3539.9,3143.2,
Belarus,Average precipitation in depth (mm per year),618,618,618,618,618,618,618,618,618,618,618,,
Belarus,Agricultural irrigated land (% of total agricultural land),0.337154417,0.344788732,0.34106412,0.339792451,0.344391749,0.352219449,0.35510448,0.356722392,0.35845262,0.361273399,0.365897838,0.349889895,
Belarus,Forest area (% of land area),42.53284837,42.53462126,42.54037723,42.54194019,42.53176531,42.53416626,42.90696987,42.97840266,43.05153217,43.12615476,43.19440339,43.27223454,
Belarus,Forest area (sq. km),86300,86307,86314,86321,86328,86335,87096,87241,87386,87531,87676,87821,
Belarus,Land area where elevation is below 5 meters (% of total land area),,,,,,0,,,,,,,
Belarus,Urban land area where elevation is below 5 meters (% of total land area),,,,,,0,,,,,,,
Belarus,Urban land area where elevation is below 5 meters (sq. km),,,,,,0,,,,,,,
Belarus,Rural land area where elevation is below 5 meters (% of total land area),,,,,,0,,,,,,,
Belarus,Rural land area where elevation is below 5 meters (sq. km),,,,,,0,,,,,,,
Belarus,Arable land (% of land area),27.27917911,27.24853383,27.21551117,27.40010251,27.89582851,27.97051897,28.00066999,28.21349045,28.14070352,28.1477102,27.88452064,27.71125893,
Belarus,Agricultural land (% of land area),43.85368306,43.73860332,43.35161829,42.93177203,42.48791711,42.24201638,42.03548978,41.84483812,41.64449699,41.32239549,40.79712287,40.27593003,
Belarus,Agricultural land (sq. km),88980,88750,87960,87112,86239,85742,85327,84940,84530,83870,82810,81740,
Belize,Urban population (% of total population),45.228,45.228,45.246,45.282,45.335,45.406,45.495,45.601,45.724,45.866,46.025,46.201,46.396
Belize,Urban population,145682,149043,152506,156082,159731,163403,167109,170864,174696,178462,181762,184818,188030
Belize,Urban population growth (annual %),2.456443064,2.280869087,2.296908462,2.317757064,2.310964017,2.272839176,2.2426752,2.222162431,2.217940205,2.132837292,1.832244559,1.667341807,1.722996751
Belize,"Population, total",322106,329538,337059,344688,352335,359871,367313,374693,382066,389095,394921,400031,405272
Belize,Population growth (annual %),2.494326026,2.281098963,2.256631567,2.238167082,2.194276752,2.116320634,2.046871171,1.98926784,1.948634454,1.823016119,1.486221516,1.285629921,1.301640251
Belize,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,
Belize,"Prevalence of underweight, weight for age (% of children under 5)",,6.2,,,,4.6,,,,,,,
Belize,"Community health workers (per 1,000 people)",,,,,,,,,,,,,
Belize,"Mortality rate, under-5 (per 1,000 live births)",18.9,18.4,17.7,16.9,16.1,15.3,14.5,13.7,13,12.3,11.7,11.2,
Belize,"Primary completion rate, total (% of relevant age group)",99.78083801,102.7706833,107.7138519,102.8725281,103.9140015,105.6142197,105.7593002,102.7030487,104.4744797,102.7652817,105.1956711,112.92659,105.7558899
Belize,"School enrollment, primary and secondary (gross), gender parity index (GPI)",1.004420042,0.997409999,0.990230024,0.989560008,0.990170002,0.982169986,0.977970004,0.992389977,0.987559974,0.98872,0.990760028,0.988839984,
Belize,"Agriculture, forestry, and fishing, value added (% of GDP)",8.798797814,8.922679308,10.4510536,10.10754866,10.18070159,9.538283194,7.639245074,8.487211286,7.068349892,6.494961721,8.387004808,7.689080875,7.599203649
Belize,CPIA public sector management and institutions cluster average (1=low to 6=high),,,,,,,,,,,,,
Belize,Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,135,,,
Belize,Terrestrial and marine protected areas (% of total territorial area),,,,,,,20.59179198,20.59045099,20.59045099,20.59043294,21.1221027,21.1221027,21.1221027
Belize,Marine protected areas (% of territorial waters),,,,,,,10.08005561,10.07887523,10.07887523,10.07892,11.01918,11.01918316,11.0191832
Belize,Terrestrial protected areas (% of total land area),,,,,,,37.68,37.67936557,37.67936557,37.67917,37.54658,37.54658127,37.5465813
Belize,"Annual freshwater withdrawals, total (% of internal resources)",0.661861075,0.661861075,0.661861075,0.661861075,0.661861075,0.661861075,0.661861075,0.661861075,0.661861075,0.661861075,0.661861075,,
Belize,"Annual freshwater withdrawals, total (billion cubic meters)",0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,0.101,,
Belize,Population in urban agglomerations of more than 1 million (% of total population),,,,,,,,,,,,,
Belize,Population living in areas where elevation is below 5 meters (% of total population),,,,,,33.85625638,,,,,,,
Belize,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,28.46918622,,,,,,,
Belize,Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,5.387070168,,,,,,,
Belize,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,
Belize,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,
Belize,Disaster risk reduction progress score (1-5 scale; 5=best),,,,,,,,,,,,,
Belize,SF6 gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Belize,PFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Belize,Nitrous oxide emissions (% change from 1990),51.32012255,52.83332377,54.346525,,,,,,,,,,
Belize,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),99.811771,133.98129,122.43761,191.77113,194.710249,199.496969,195.887544,179.821719,161.133494,204.101468,205.409043,,
Belize,Methane emissions (% change from 1990),31.88366548,33.20250213,34.52133879,,,,,,,,,,
Belize,Methane emissions (kt of CO2 equivalent),523.643822,527.304454,502.657586,520.228219,467.636351,461.136983,469.717552,484.180622,491.268691,506.17676,514.044829,,
Belize,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Belize,Total greenhouse gas emissions (% change from 1990),136.8958322,142.8003727,148.1141394,,,,,,,,,,
Belize,Total greenhouse gas emissions (kt of CO2 equivalent),1214.451168,1305.203154,1171.634439,1261.360425,1248.729511,1449.138697,1440.882054,1441.651512,1427.523569,1602.171827,1573.319685,,
Belize,Other greenhouse gas emissions (% change from 1990),310,310,310,,,,,,,,,,
Belize,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",-327.0421786,-241.7701325,-176.186234,-450.6955564,-466.5202513,-337.4898513,-344.1048481,,,,,,
Belize,CO2 emissions from solid fuel consumption (% of total),0,0,0,0,0,0,0,,,,,,
Belize,CO2 emissions from solid fuel consumption (kt),0,0,0,0,0,0,0,,,,,,
Belize,CO2 emissions (kg per 2017 PPP $ of GDP),0.183465491,0.198249843,0.154898351,0.145670636,0.147994195,0.199826062,0.192563555,0.193417401,0.187409506,0.209566608,0.226026358,,
Belize,CO2 emissions (kg per PPP $ of GDP),0.171360043,0.181399921,0.151475755,0.14246995,0.148467849,0.201342746,0.193540681,0.193417401,0.183009842,0.201040257,0.214037333,,
Belize,CO2 emissions (metric tons per capita),1.649146554,1.740011774,1.380470481,1.326997168,1.372841188,1.875949993,1.773147152,1.716338442,1.648929766,1.89208291,1.741107715,,
Belize,CO2 emissions from liquid fuel consumption (% of total),93.63946429,92.24796875,68.02550725,101.2092,100.2812245,87.23015152,86.87969231,,,,,,
Belize,CO2 emissions from liquid fuel consumption (kt),524.381,590.387,469.376,506.046,491.378,575.719,564.718,,,,,,
Belize,CO2 emissions (kt),531.2,573.4,465.3,457.4,483.7,675.1,651.3,643.1,630,736.2,687.6,,
Belize,CO2 emissions (kg per 2015 US$ of GDP),0.280401186,0.302996988,0.236740332,0.222637069,0.226188302,0.305406017,0.294306296,0.295611281,0.286429058,0.320293071,0.345449482,,
Belize,CO2 emissions from gaseous fuel consumption (% of total),1.964464286,1.71890625,1.062898551,1.4668,0.748367347,0.555606061,0.564153846,,,,,,
Belize,CO2 emissions from gaseous fuel consumption (kt),11.001,11.001,7.334,7.334,3.667,3.667,3.667,,,,,,
Belize,CO2 intensity (kg per kg of oil equivalent energy use),,,,,,,,,,,,,
Belize,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,
Belize,Electric power consumption (kWh per capita),,,,,,,,,,,,,
Belize,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",,,,,,,,,,,,,
Belize,Renewable energy consumption (% of total final energy consumption),32.93,44.36,50.07,40.99,37.43,30.32,33.27,37.24,35.53,30.43,30.2,31.35,
Belize,"Electricity production from renewable sources, excluding hydroelectric (% of total)",,,,,,,,,,,,,
Belize,"Electricity production from renewable sources, excluding hydroelectric (kWh)",,,,,,,,,,,,,
Belize,Renewable electricity output (% of total electricity output),63.38095209,62.94159847,49.19400582,55.81301319,50.70547537,45.23993047,,,,,,,
Belize,Electricity production from oil sources (% of total),,,,,,,,,,,,,
Belize,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,
Belize,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,
Belize,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,
Belize,Electricity production from coal sources (% of total),,,,,,,,,,,,,
Belize,Access to electricity (% of population),89.91722437,91.68173599,90.92204285,91.13336182,91.47062683,91.8,93.26068878,94.15032959,91.72,92.72,96.80762482,97.6921463,
Belize,"Foreign direct investment, net inflows (% of GDP)",5.547879038,5.240369618,10.2050136,4.545342742,6.59948692,2.67447292,1.449342971,1.392459121,5.271777406,3.88620905,3.663596803,5.036945342,4.729199625
Belize,Cereal yield (kg per hectare),3223.4,3155.5,3451.1,3615.6,3594.6,2897.8,3164.6,4229.1,4043.7,2946.5,3526.3,4289.5,
Belize,Average precipitation in depth (mm per year),1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,1705,,
Belize,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,
Belize,Forest area (% of land area),60.99912319,60.48566418,59.97220517,59.45874616,58.94528715,58.43182815,57.94300745,57.45374836,56.96492766,56.47566857,55.98640947,55.49715037,
Belize,Forest area (sq. km),13913.9,13796.78,13679.66,13562.54,13445.42,13328.3,13216.8,13105.2,12993.7,12882.1,12770.5,12658.9,
Belize,Land area where elevation is below 5 meters (% of total land area),,,,,,12.45030465,,,,,,,
Belize,Urban land area where elevation is below 5 meters (% of total land area),,,,,,0.189990279,,,,,,,
Belize,Urban land area where elevation is below 5 meters (sq. km),,,,,,41.47743809,,,,,,,
Belize,Rural land area where elevation is below 5 meters (% of total land area),,,,,,12.26031437,,,,,,,
Belize,Rural land area where elevation is below 5 meters (sq. km),,,,,,2676.591839,,,,,,,
Belize,Arable land (% of land area),3.288031565,3.288031565,3.419552828,3.419552828,3.419552828,3.857957036,3.857957036,3.945637878,3.945637878,4.03331872,4.296361245,4.384042087,
Belize,Agricultural land (% of land area),6.882946076,6.882946076,7.014467339,7.014467339,7.014467339,7.452871548,7.452871548,7.540552389,7.540552389,7.628233231,7.891275756,7.978956598,
Belize,Agricultural land (sq. km),1570,1570,1600,1600,1600,1700,1700,1720,1720,1740,1800,1820,
Bermuda,Urban population (% of total population),100,100,100,100,100,100,100,100,100,100,100,100,100
Bermuda,Urban population,65124,64564,64798,65001,65138,65237,64554,63873,63918,63911,63893,63764,63532
Bermuda,Urban population growth (annual %),-0.783118104,-0.863616496,0.361775877,0.312791571,0.210544188,0.151869636,-1.05247098,-1.060534596,0.070427498,-0.010952131,-0.028168133,-0.202104145,-0.36450518
Bermuda,"Population, total",65124,64564,64798,65001,65138,65237,64554,63873,63918,63911,63893,63764,63532
Bermuda,Population growth (annual %),-0.783118104,-0.863616496,0.361775877,0.312791571,0.210544188,0.151869636,-1.05247098,-1.060534596,0.070427498,-0.010952131,-0.028168133,-0.202104145,-0.36450518
Bermuda,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,,,,,,,,,,,,
Bermuda,"Prevalence of underweight, weight for age (% of children under 5)",,,,,,,,,,,,,
Bermuda,"Community health workers (per 1,000 people)",,,,,,,,,,,,,
Bermuda,"Mortality rate, under-5 (per 1,000 live births)",,,,,,,,,,,,,
Bermuda,"Primary completion rate, total (% of relevant age group)",116.6908569,108.7667236,104.3988266,109.3655624,101.7377625,104.991951,,,,,,,
Bermuda,"School enrollment, primary and secondary (gross), gender parity index (GPI)",,1.073340058,1.060559988,1.066409945,1.053040028,1.048499942,,,,,,,
Bermuda,"Agriculture, forestry, and fishing, value added (% of GDP)",0.286094289,0.312941026,0.281396535,0.328283344,0.211116703,0.227889497,0.307018453,0.274700811,0.234985525,0.220961505,0.255490408,0.297045123,
Bermuda,CPIA public sector management and institutions cluster average (1=low to 6=high),,,,,,,,,,,,,
Bermuda,Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,,,,
Bermuda,Terrestrial and marine protected areas (% of total territorial area),,,,,,,0.033870824,0.000390137,0.000390137,0.000390137,0.000390137,0.000390137,0.000390137
Bermuda,Marine protected areas (% of territorial waters),,,,,,,0.032990607,5.64E-05,5.64E-05,5.60E-05,5.60E-05,5.64E-05,5.64E-05
Bermuda,Terrestrial protected areas (% of total land area),,,,,,,5.52,2.079919023,2.079919023,2.079919,2.079919,2.0799191,2.0799191
Bermuda,"Annual freshwater withdrawals, total (% of internal resources)",,,,,,,,,,,,,
Bermuda,"Annual freshwater withdrawals, total (billion cubic meters)",,,,,,,,,,,,,
Bermuda,Population in urban agglomerations of more than 1 million (% of total population),,,,,,,,,,,,,
Bermuda,Population living in areas where elevation is below 5 meters (% of total population),,,,,,7.229955407,,,,,,,
Bermuda,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,4.938679446,,,,,,,
Bermuda,Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,2.291275961,,,,,,,
Bermuda,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,
Bermuda,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,
Bermuda,Disaster risk reduction progress score (1-5 scale; 5=best),,,,,,,,,,,,,
Bermuda,SF6 gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Bermuda,PFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Bermuda,Nitrous oxide emissions (% change from 1990),44.01587645,45.45603521,46.89619398,,,,,,,,,,
Bermuda,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Bermuda,Methane emissions (% change from 1990),26.04396791,27.30440759,28.56484727,,,,,,,,,,
Bermuda,Methane emissions (kt of CO2 equivalent),,,,,,,,,,,,,
Bermuda,HFC gas emissions (thousand metric tons of CO2 equivalent),,,,,,,,,,,,,
Bermuda,Total greenhouse gas emissions (% change from 1990),-8.930189546,-5.832908381,-3.076035704,,,,,,,,,,
Bermuda,Total greenhouse gas emissions (kt of CO2 equivalent),,,,,,,,,,,,,
Bermuda,Other greenhouse gas emissions (% change from 1990),-100,-100,-100,,,,,,,,,,
Bermuda,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",,,,,,,,,,,,,
Bermuda,CO2 emissions from solid fuel consumption (% of total),,,,,,,,,,,,,
Bermuda,CO2 emissions from solid fuel consumption (kt),0,0,0,0,0,0,0,,,,,,
Bermuda,CO2 emissions (kg per 2017 PPP $ of GDP),,,,,,,,,,,,,
Bermuda,CO2 emissions (kg per PPP $ of GDP),,,,,,,,,,,,,
Bermuda,CO2 emissions (metric tons per capita),,,,,,,,,,,,,
Bermuda,CO2 emissions from liquid fuel consumption (% of total),,,,,,,,,,,,,
Bermuda,CO2 emissions from liquid fuel consumption (kt),608.722,443.707,366.7,509.713,649.059,557.384,612.389,,,,,,
Bermuda,CO2 emissions (kt),,,,,,,,,,,,,
Bermuda,CO2 emissions (kg per 2015 US$ of GDP),,,,,,,,,,,,,
Bermuda,CO2 emissions from gaseous fuel consumption (% of total),,,,,,,,,,,,,
Bermuda,CO2 emissions from gaseous fuel consumption (kt),0,0,0,0,0,0,0,,,,,,
Bermuda,CO2 intensity (kg per kg of oil equivalent energy use),,,,,,,,,,,,,
Bermuda,Energy use (kg of oil equivalent per capita),,,,,,,,,,,,,
Bermuda,Electric power consumption (kWh per capita),,,,,,,,,,,,,
Bermuda,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",,,,,,,,,,,,,
Bermuda,Renewable energy consumption (% of total final energy consumption),0.43,0.42,0.44,1.47,0.43,0.55,1.09,0.63,0.68,0.81,0.95,0.91,
Bermuda,"Electricity production from renewable sources, excluding hydroelectric (% of total)",,,,,,,,,,,,,
Bermuda,"Electricity production from renewable sources, excluding hydroelectric (kWh)",,,,,,,,,,,,,
Bermuda,Renewable electricity output (% of total electricity output),0,0,0,0,0,0,,,,,,,
Bermuda,Electricity production from oil sources (% of total),,,,,,,,,,,,,
Bermuda,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,
Bermuda,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,
Bermuda,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,
Bermuda,Electricity production from coal sources (% of total),,,,,,,,,,,,,
Bermuda,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,
Bermuda,"Foreign direct investment, net inflows (% of GDP)",3.356840803,-4.084882161,0.74651445,0.849151218,-0.053405783,-2.150326914,-1.061083159,-4.033835397,1.320463261,0.059134468,6.918947479,0.696987483,-0.435644438
Bermuda,Cereal yield (kg per hectare),,,,,,,,,,,,,
Bermuda,Average precipitation in depth (mm per year),,,,,,,,,,,,,
Bermuda,Agricultural irrigated land (% of total agricultural land),,,,,,,,,,,,,
Bermuda,Forest area (% of land area),18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,18.51851852,
Bermuda,Forest area (sq. km),10,10,10,10,10,10,10,10,10,10,10,10,
Bermuda,Land area where elevation is below 5 meters (% of total land area),,,,,,35.96495968,,,,,,,
Bermuda,Urban land area where elevation is below 5 meters (% of total land area),,,,,,17.94111698,,,,,,,
Bermuda,Urban land area where elevation is below 5 meters (sq. km),,,,,,11.17200469,,,,,,,
Bermuda,Rural land area where elevation is below 5 meters (% of total land area),,,,,,18.02384269,,,,,,,
Bermuda,Rural land area where elevation is below 5 meters (sq. km),,,,,,11.22351832,,,,,,,
Bermuda,Arable land (% of land area),5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,
Bermuda,Agricultural land (% of land area),5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,
Bermuda,Agricultural land (sq. km),3,3,3,3,3,3,3,3,3,3,3,3,
Bolivia,Urban population (% of total population),66.43,66.874,67.315,67.699,68.047,68.393,68.738,69.08,69.425,69.773,70.123,70.475,70.83
Bolivia,Urban population,6791318,6952386,7114992,7273140,7428682,7584842,7741971,7899666,8058094,8217386,8369995,8513008,8658337
Bolivia,Urban population growth (annual %),2.369926001,2.343987829,2.311919714,2.198400311,2.116034377,2.080332797,2.050452435,2.016417375,1.985657203,1.95751015,1.84011335,1.694205951,1.692732516
Bolivia,"Population, total",10223270,10396246,10569697,10743349,10916987,11090085,11263015,11435533,11606905,11777315,11936162,12079472,12224110
Bolivia,Population growth (annual %),1.696282376,1.677828499,1.654635399,1.629573199,1.603315107,1.57314494,1.547288296,1.520108881,1.487474197,1.457504391,1.33973922,1.193486719,1.190274813
Bolivia,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),,5.3,6.5,5.2,4.3,4.6,5.6,4.9,3.3,1.9,3.1,2,
Bolivia,"Prevalence of underweight, weight for age (% of children under 5)",,,3.6,,,,3.4,,,,,,
Bolivia,"Community health workers (per 1,000 people)",,,,,,,,,,,,,
Bolivia,"Mortality rate, under-5 (per 1,000 live births)",41.9,39.5,37.3,35.2,33.3,31.6,30.2,28.9,27.7,26.6,25.6,24.7,
Bolivia,"Primary completion rate, total (% of relevant age group)",95.29884338,94.56417847,95.83879089,93.71494293,90.11836243,87.82187653,88.31326294,89.18972778,90.40940094,86.9285202,87.91146088,,
Bolivia,"School enrollment, primary and secondary (gross), gender parity index (GPI)",0.994979978,0.997250021,0.991159976,0.986109972,0.983799994,0.982349992,0.982200027,0.983070016,0.984809995,0.988470018,0.994159997,,
Bolivia,"Agriculture, forestry, and fishing, value added (% of GDP)",10.3899057,9.769585882,9.812161915,9.966979477,9.740217538,10.23949411,11.17187542,11.58933594,11.48192415,12.22175758,14.00093054,12.92225272,
Bolivia,CPIA public sector management and institutions cluster average (1=low to 6=high),3.3,3.2,3.2,3.2,3.2,3.1,,,,,,,
Bolivia,Ease of doing business rank (1=most business-friendly regulations),,,,,,,,,,150,,,
Bolivia,Terrestrial and marine protected areas (% of total territorial area),,,,,,,30.86551546,30.8654915,30.8654915,30.86556812,30.86556812,30.86556812,30.86556812
Bolivia,Marine protected areas (% of territorial waters),,,,,,,,,,,,,
Bolivia,Terrestrial protected areas (% of total land area),,,,,,,30.87,30.8654915,30.8654915,30.86557,30.86557,30.86556816,30.8655682
Bolivia,"Annual freshwater withdrawals, total (% of internal resources)",0.687973641,0.687973641,0.687973641,0.687973641,0.687973641,0.687973641,0.687973641,0.687973641,0.687973641,0.687973641,0.687973641,,
Bolivia,"Annual freshwater withdrawals, total (billion cubic meters)",2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,2.088,,
Bolivia,Population in urban agglomerations of more than 1 million (% of total population),38.99721909,39.13308708,39.28123957,39.4392661,39.60995832,39.79502411,39.99295038,40.20443122,40.43188947,40.61125987,40.83718033,41.12007545,41.40160715
Bolivia,Population living in areas where elevation is below 5 meters (% of total population),,,,,,0,,,,,,,
Bolivia,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,0,,,,,,,
Bolivia,Rural population living in areas where elevation is below 5 meters (% of total population),,,,,,0,,,,,,,
Bolivia,"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",,,,,,,,,,,,,
Bolivia,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),,,,,,,,,,,,,
Bolivia,Disaster risk reduction progress score (1-5 scale; 5=best),,2.25,,,,,,,,,,,
Bolivia,SF6 gas emissions (thousand metric tons of CO2 equivalent),0,,,,,,,,,,,,
Bolivia,PFC gas emissions (thousand metric tons of CO2 equivalent),0,,,,,,,,,,,,
Bolivia,Nitrous oxide emissions (% change from 1990),-34.67693842,-34.02370781,-33.37047719,,,,,,,,,,
Bolivia,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),9529.334141,8467.017721,8490.4597,8480.598679,8062.080258,8586.964037,9087.396994,8935.70935,8851.492706,9692.654062,9838.142418,,
Bolivia,Methane emissions (% change from 1990),1.515428398,2.530582682,3.545736966,,,,,,,,,,
Bolivia,Methane emissions (kt of CO2 equivalent),23956.10376,23720.62281,24444.69185,25193.21089,25044.06993,25522.23148,26038.87177,25928.01456,25755.57734,26421.00763,26597.78542,,
Bolivia,HFC gas emissions (thousand metric tons of CO2 equivalent),0,,,,,,,,,,,,
Bolivia,Total greenhouse gas emissions (% change from 1990),-46.58561375,222.3440605,222.730662,,,,,,,,,,
Bolivia,Total greenhouse gas emissions (kt of CO2 equivalent),48348.32776,48361.77577,50100.33217,52023.63558,52832.12158,54381.51228,56748.87449,56810.3186,56831.15371,58309.83432,55203.08943,,
Bolivia,Other greenhouse gas emissions (% change from 1990),-61.4583955,285.416045,285.416045,,,,,,,,,,
Bolivia,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",53.9119873,208.3613281,524.1090088,1600.162231,1762.258057,1614.367065,2436.271851,,,,,,
Bolivia,CO2 emissions from solid fuel consumption (% of total),0,0,0,0,0,0,0,,,,,,
